Date;Artist;Song Name;Korean Name;Director;lien_video;Type;Release;vues;likes;comments;id_video;ratio_engagement
2018-02-10;vav;Gorgeous;예쁘다고;;https://youtu.be/ByLrmZJ7VdI;Boy;Major;6905061.0;132252.0;5231.0;1103;0.019152908279883408
2018-02-07;dynamic duo;Bongjeseon;봉제선;;https://youtu.be/sfPnkCPVXYo;Boy;Major;74565.0;1225.0;69.0;1104;0.016428619325420772
2018-02-07;plt;Blind;;;https://youtu.be/Hky3jgyd2I0;Boy;Minor;55201.0;5115.0;362.0;1105;0.09266136483034727
2018-02-07;naeun, jinsol (april);My Story;내 이야기;;https://youtu.be/NVW9yYOx8wU;Girl;Minor;286020.0;8357.0;443.0;1106;0.029218236486958954
2018-02-07;hong jinyoung;Good Bye;잘가라;;https://youtu.be/ePRk5THh2Q8;Girl Solo;Major;13412013.0;144199.0;6812.0;1107;0.010751480780700108
2018-02-06;cocosori;Mi Amor;미아모르;;https://youtu.be/gnPZ8k3wXqs;Girl;Major;479763.0;27550.0;1857.0;1108;0.057424186525430264
2018-02-06;hyolyn;To Do List;내일할래;;https://youtu.be/F4oenLX1WcA;Girl Solo;Major;1273989.0;43262.0;1836.0;1109;0.03395790701489573
2018-02-06;monsta x;In Time;인타임;;https://youtu.be/XUJ_xpOVfyw;Boy;Minor;2482061.0;110556.0;4812.0;1110;0.04454201568776916
2018-02-05;day6;If We Can Meet Again;If ～また逢えたら～;;https://youtu.be/unS_PcMn3RA;Boy;Japanese;3242008.0;119413.0;5715.0;1111;0.036833036809286096
2018-02-05;seventeen;Thanks;고맙다;;https://youtu.be/gZItyr1SNjU;Boy;Major;76274510.0;1404046.0;79051.0;1112;0.01840780098095681
2018-02-04;100%;Song For You;송포유;;https://youtu.be/AnC0bwBumj8;Boy;Japanese;187755.0;6319.0;444.0;1113;0.03365556176932705
2018-02-03;blacksix;Alone;쓸쓸해;;https://youtu.be/L_CZzj1hP50;Boy;Minor;22233.0;3597.0;354.0;1114;0.16178653353123734
2018-02-02;henry;Monster;몬스터;;https://youtu.be/dfeEwt5_jsQ;Boy;English;5555658.0;325154.0;12408.0;1115;0.058526640768744226
2018-02-01;davichi;Just The Two Of Us;우리 둘;;https://youtu.be/YIcIXJIqFHw;Girl;Major;693165.0;12087.0;356.0;1116;0.017437406678063663
2018-02-01;gugudan;The Boots;더 부츠;Purple Straw Film;https://youtu.be/y3KSD5sI0OM;Girl;Major;10312148.0;217559.0;15153.0;1117;0.02109735042592484
2018-02-01;2000won;SSUL;썰;;https://youtu.be/88iRnH2K1z4;Boy;Major;11039.0;354.0;21.0;1118;0.03206812211251019
2018-01-31;super junior-d&e;If You;;;https://youtu.be/ryxWUHZDJwI;Boy;Japanese;263233.0;10899.0;875.0;1119;0.04140438318903785
2018-01-31;14u;Don't Be Pretty;예뻐지지마;;https://youtu.be/HSPGFCv4BTA;Boy;Major;;;;1120;
2018-01-31;boa;Nega Dola;내가 돌아;;https://youtu.be/pykyNOEVqCU;Girl Solo;Major;6477728.0;162347.0;5176.0;1121;0.025062336671129136
2018-01-31;soya;Show;쇼;;https://youtu.be/YSdYK6yGEWg;Girl Solo;Major;647145.0;7386.0;363.0;1122;0.011413207241035625
2018-01-29;suzy;Holiday feat. DPR LIVE;홀리데이;VISUALSFROM.;https://youtu.be/lpzJNwur6Zk;Girl Solo;Major;8777080.0;194642.0;9594.0;1123;0.022176167928285945
2018-01-29;risso;Alergy;알러지;;https://youtu.be/8gaxwpzrf6M;Girl Solo;Minor;16829.0;629.0;42.0;1124;0.03737595816744905
2018-01-29;loona;One&Only (GoWon);원 앤 온리;;https://youtu.be/m5qwcYL8a0o;Girl;Major;8080500.0;195365.0;15987.0;1125;0.024177340511106985
2018-01-29;dean;instagram;인스타그램;;https://youtu.be/wKyMIrBClYw;Boy Solo;Major;91661730.0;1190015.0;30989.0;1126;0.012982680994565562
2018-01-29;golden child;It's You;너라고;;https://youtu.be/fq56d1YiLFE;Boy;Major;1694594.0;79259.0;6663.0;1127;0.046771675103299076
2018-01-29;red velvet;Bad Boy;배드보이;Flexible Pictures;https://youtu.be/J_CFBjAyPWE;Girl;Major;417035373.0;4251750.0;317710.0;1128;0.010195178335627659
2018-01-28;vav;Spotlight;스팟라잇;;https://youtu.be/rKuuTQhM-tg;Boy;Major;8438214.0;144964.0;6601.0;1129;0.017179464754034444
2018-01-25;davichi;Days Without You;너 없는 시간들;;https://youtu.be/_jzMDsYHktI;Girl;Major;14963515.0;245921.0;11830.0;1130;0.016434708021477572
2018-01-25;ikon;Love Scenario;사랑을 했다;;https://youtu.be/vecSVX1QYbQ;Boy;Major;686074575.0;7832088.0;449088.0;1131;0.011415796890593126
2018-01-24;fromis_9;To Heart;투하트;;https://youtu.be/BzZ8NmYUldE;Girl;Major;469727.0;19870.0;1055.0;1132;0.04230116642219842
2018-01-24;jeong sewoon;Baby It's U;베이비잇츄;;https://youtu.be/VED_cqxthf4;Boy Solo;Major;2282844.0;85814.0;2958.0;1133;0.03759082968437615
2018-01-24;the eastlight;Two Of Us;너와 둘이;;https://youtu.be/2iF1WRGp1W8;Boy;Minor;;;;1134;
2018-01-23;rainz;Turn It Up;턴 잇 업;;https://youtu.be/mD1Yeygtxrs;Boy;Major;424426.0;11975.0;838.0;1135;0.02821457686381136
2018-01-23;b1a4;Do You Remember;;;https://youtu.be/3pMUutnxSbw;Boy;Japanese;;;;1136;
2018-01-23;target;Awake;어웨이크;;https://youtu.be/xn72N1Y3ABE;Boy;Major;514109.0;34289.0;2250.0;1137;0.06669597303295605
2018-01-23;jonghyun;Before Our Spring;우린 봄이 오기 전에;;https://youtu.be/v9ea5VDQfXg;Boy Solo;Major;8009177.0;506980.0;41700.0;1138;0.06329988711699092
2018-01-22;jonghyun;Shinin';빛이 나;HIGHQUALITYFISH;https://youtu.be/J41qe-TM1DY;Boy Solo;Major;25629479.0;1503082.0;162376.0;1139;0.058646607681724625
2018-01-22;ravi;Nirvana feat. Park Jimin;너바나;;https://youtu.be/clGewsyYqBg;Boy Solo;Major;;;;1140;
2018-01-22;suzy;In Love With Someone Else;다른사람을 사랑하고 있어;;https://youtu.be/eQ3gXtX3U7I;Girl Solo;Minor;11191903.0;212377.0;9236.0;1141;0.018975950738672413
2018-01-21;halo;Liar;;;https://youtu.be/6hzrxedNMnk;Boy;Japanese;917056.0;18426.0;0.0;1142;0.02009255705213204
2018-01-20;up10tion;Wild Love;;;https://youtu.be/eOLasFesC3Q;Boy;Japanese;707990.0;24760.0;1267.0;1143;0.034972245370697326
2018-01-18;sunmi;Heroine;주인공;;https://youtu.be/F4qfN5UeFvQ;Girl Solo;Major;76002310.0;952932.0;30869.0;1144;0.012538197852144231
2018-01-18;the eastlight;Real Man;레알 남자;;https://youtu.be/SiQeBQLBu3U;Boy;Major;;;;1145;
2018-01-17;chungha;Roller Coaster;롤러코스터;;https://youtu.be/900X9fDFLc4;Girl Solo;Major;89503633.0;906399.0;19218.0;1146;0.010126952053443461
2018-01-17;jbj;My Flower;꽃이야;;https://youtu.be/uexk7jWXYmU;Boy;Major;27716096.0;613288.0;29252.0;1147;0.022127503094230876
2018-01-16;girlkind;FANCI;팬시;;https://youtu.be/LRoednGUmCE;Girl;Major;1100591.0;60744.0;5758.0;1148;0.055192164936838484
2018-01-15;stray kids;Spread My Wings (Performance);어린 날개;;https://youtu.be/Xo8FPXlI3CU;Boy;Minor;21473139.0;723876.0;23023.0;1149;0.03371076767118212
2018-01-14;various;Shadow;;;https://youtu.be/8L4CPwqcd1w;Girl;Major;69723.0;1398.0;127.0;1150;0.020050772341981844
2018-01-12;nct u;Timeless;텐데...;;https://youtu.be/PmH948yZwhE;Boy;Minor;9528449.0;355840.0;11648.0;1151;0.03734500756628912
2018-01-11;weki meki;Butterfly;;;https://youtu.be/zVLXJfdhBtg;Girl;CF;754700.0;36019.0;1354.0;1152;0.047726248840598916
2018-01-11;twice;Candy Pop;캔디팝;Naive;https://youtu.be/wQ_POfToaVY;Girl;Japanese;184080540.0;1932736.0;111475.0;1153;0.010499404228170995
2018-01-10;mxm;Diamond Girl;다이아몬드걸;;https://youtu.be/ZmTVq81q35M;Boy;Minor;2164035.0;104929.0;3178.0;1154;0.04848766309232522
2018-01-10;jo kwon;Lonely;새벽;;https://youtu.be/DpObGkT0GZc;Boy Solo;Minor;673236.0;26379.0;1043.0;1155;0.039182396663280036
2018-01-09;oh my girl;Secret Garden;비밀정원;;https://youtu.be/QIN5_tJRiyY;Girl;Major;;;;1156;
2018-01-09;monsta x;Spotlight;스포트라이트;;https://youtu.be/_53QwBl9m88;Boy;Japanese;11030277.0;302825.0;14243.0;1157;0.027453979623539827
2018-01-08;infinite;Tell Me;텔미;;https://youtu.be/TM-gCW45YHc;Boy;Major;12846639.0;400137.0;62735.0;1158;0.031147212901366652
2018-01-08;block b;Don't Leave;떠나지마요;;https://youtu.be/j0FrZ40fPiA;Boy;Major;6487475.0;177169.0;7913.0;1159;0.027309392329064854
2018-01-08;jang wooyoung;Going Going;고잉고잉;;https://youtu.be/8TBDBCdaf3Y;Boy Solo;Minor;893934.0;47863.0;2385.0;1160;0.05354198408383617
2018-01-07;stray kids;Beware (Performance);총량의 법칙;;https://youtu.be/Sy3ERg7OCWo;Boy;Minor;18299738.0;747188.0;30634.0;1161;0.040830529923433875
2018-01-05;voisper;Missing U;꺼내보면;;https://youtu.be/3R4wdqRcWRI;Boy;Major;28437.0;1642.0;125.0;1162;0.0577416745788937
2018-01-05;hint;Walkie Talkie;워키토키;;https://youtu.be/7apicwn8bmM;Girl;Major;143034.0;5328.0;338.0;1163;0.037249884642812196
2018-01-04;live high;Yes;예스;;https://youtu.be/tlfdXqlkb8M;Girl;Major;126229.0;3847.0;279.0;1164;0.030476356463253293
2018-01-04;mamamoo;Paint Me;칠해줘;;https://youtu.be/20sOM7AlU3Y;Girl;Minor;4501913.0;201325.0;13036.0;1165;0.04471987797187551
2018-01-04;5tion;Come Back;돌아와줘요;;https://youtu.be/tWhYLVhSzrg;Boy;Major;6696.0;158.0;15.0;1166;0.023596176821983273
2018-01-03;n.flying;Hot Potato;뜨거운 감자;;https://youtu.be/y1iRckD1ys4;Boy;Major;7143902.0;221683.0;7605.0;1167;0.03103108077350445
2018-01-03;momoland;BBoom BBoom;뿜뿜;;https://youtu.be/JQGRg8XBnB4;Girl;Major;649949937.0;5043048.0;372428.0;1168;0.007759132993038508
2018-01-02;plt;Blah;;;https://youtu.be/OGDkrq3cqYU;Boy;Minor;124986.0;10429.0;703.0;1169;0.08344134543068824
2018-01-02;trcng;Wolf Baby;울프베이비;;https://youtu.be/-kOVdJD_4kM;Boy;Major;1018795.0;60010.0;2446.0;1170;0.058902919625636166
2018-01-02;drug restaurant;Her;헐;;https://youtu.be/IjDn1HXrNTY;Boy;Major;940325.0;35115.0;1751.0;1171;0.03734347167202829
2017-12-28;loona;Heart Attack (Chuu);하트 어택;Digipedi;https://youtu.be/BVVfMFS3mgc;Girl;Major;39628939.0;990169.0;44897.0;1172;0.024986008330932098
2017-12-28;younha;Parade;퍼레이드;;https://youtu.be/7bPffIZot10;Girl Solo;Major;3613251.0;57796.0;3194.0;1173;0.01599556742667476
2017-12-27;exo;Universe;;;https://youtu.be/leu-cTvMWTA;Boy;Major;55588684.0;1753314.0;162242.0;1174;0.03154084381634219
2017-12-26;super junior-d&e;You Don't Go;;;https://youtu.be/GBA0wE7qgWk;Boy;Japanese;711564.0;25912.0;2907.0;1175;0.03641555784159963
2017-12-25;1nb;Winter, again;다시겨울;;https://youtu.be/1fycAID1dKo;Girl;Minor;42045.0;2056.0;208.0;1176;0.04889998810797955
2017-12-23;boa;Jazzclub;재즈클럽;;https://youtu.be/xP-DFPuODcM;Girl Solo;Japanese;2164940.0;67414.0;2730.0;1177;0.03113896920930834
2017-12-23;nu'est w;Let Me Out;;;https://youtu.be/333AbjpGqk8;Boy;OST;21025667.0;284636.0;10094.0;1178;0.013537549129832599
2017-12-22;twice;Merry & Happy;;Mustache Films;https://youtu.be/zi_6oaQyckM;Girl;Minor;48942626.0;926751.0;41842.0;1179;0.01893545720248031
2017-12-17;sha sha;White Story;;;https://youtu.be/eECOobsEXCQ;Girl;Minor;55456.0;2081.0;155.0;1180;0.03752524523946913
2017-12-17;laysha;Pink Label;핑크라벨;;https://youtu.be/8IDrpXUAjpU;Girl;Minor;;;;1181;
2017-12-15;nct dream;Joy;조이;;https://youtu.be/VMMl0DopcdM;Boy;Minor;4937182.0;319781.0;9566.0;1182;0.06476994366421979
2017-12-14;b.a.p;Hands Up;핸즈업;;https://youtu.be/Cd8UxUlqaZ8;Boy;Major;7651240.0;284966.0;17911.0;1183;0.037244420512230696
2017-12-12;twice;Heart Shaker;하트 쉐이커;Naive;https://youtu.be/rRzxEiBLQCA;Girl;Major;468701510.0;3584794.0;311460.0;1184;0.00764835171962642
2017-12-07;mighty mouth;Instagram;;;https://youtu.be/xv8HfP2J97E;Boy;Major;20759.0;314.0;31.0;1185;0.015125969459029819
2017-12-06;the boyz;Boy;소년;Naive;https://youtu.be/yuk0LHFSlR8;Boy;Major;12214201.0;269238.0;12335.0;1186;0.022043030076220296
2017-12-06;kard;Trust Me;;;https://youtu.be/dhF3Y7esoWM;Co-ed;Minor;5539890.0;268813.0;11388.0;1187;0.04852316562242211
2017-12-06;snuper;Stand by me;;;https://youtu.be/aHXPRm_0y3U;Boy;Japanese;91545.0;2889.0;344.0;1188;0.03155825004096346
2017-12-05;day6;I Like You;좋아합니다;;https://youtu.be/daoMYJv8i0c;Boy;Major;18235997.0;441368.0;16511.0;1189;0.024203118699789215
2017-12-05;exo;Electric Kiss;;;https://youtu.be/BC19fhyTG_M;Boy;Japanese;32496915.0;1352256.0;107949.0;1190;0.04161182684571751
2017-12-05;hyuna;Lip & Hip;립앤힙;;https://youtu.be/vcqImqOVE2U;Girl Solo;Major;48936152.0;836402.0;28709.0;1191;0.01709169940456291
2017-12-04;anyway;Follow You;팔로우 유;;https://youtu.be/6ChZkgkpIzg;Boy;Minor;39807.0;2973.0;233.0;1192;0.07468535684678575
2017-11-29;1nb;Where U at;쉽지않아;;https://youtu.be/x2I4YoPdT84;Girl;Minor;394985.0;18408.0;2061.0;1193;0.046604301429168195
2017-11-29;fromis_9;Glass Shoes;유리구두;;https://youtu.be/hXK6tWnvKR4;Girl;Minor;507095.0;21225.0;1277.0;1194;0.04185606247350102
2017-11-28;loona;new (Yves);뉴;Digipedi;https://youtu.be/LIDe-yTxda0;Girl;Major;10466508.0;248882.0;18374.0;1195;0.023778895501727987
2017-11-27;blk;Hero;히어로;;https://youtu.be/5s_DjeBv9B4;Boy;Major;522494.0;48284.0;2425.0;1196;0.09241063055269534
2017-11-26;hey men;Jelly;젤리;;https://youtu.be/dTbN75jr-nA;Boy;Minor;85549.0;5236.0;267.0;1197;0.06120468970999077
2017-11-26;map6;Love Is Gone;러브이즈건;;https://youtu.be/-OhRgfEsozc;Boy;Major;566522.0;35286.0;2411.0;1198;0.062285312838689405
2017-11-26;busters;La La La;랄랄라;Shindong;https://youtu.be/l-C7No8mdes;Girl;Minor;;;;1199;
2017-11-26;mxm;Save The Rest;오늘은 여기까지;;https://youtu.be/m0_7WmpaoH0;Boy;Minor;196802.0;13658.0;584.0;1200;0.06939970122254856
2017-11-26;busters;Dream On;내꿈꿔;Shindong;https://youtu.be/sIkctIzFI5M;Girl;Major;;;;1201;
2017-11-24;bts;Mic Drop (Steve Aoki Remix);마이크드롭;Woogie Kim;https://youtu.be/kTlv5_Bs8aw;Boy;Major;1470722404.0;20991520.0;3076843.0;1202;0.014272931413098947
2017-11-23;pentagon;Violet;바이올렛;;https://youtu.be/nzdDUg5R_IQ;Boy;Minor;812291.0;49650.0;1904.0;1203;0.06112341513078441
2017-11-22;pentagon;Runaway;런어웨이;;https://youtu.be/vxpRxiNM2sQ;Boy;Major;9652791.0;320819.0;9754.0;1204;0.0332358796538742
2017-11-22;honeyst;Someone To Love;연애하고싶은데요;;https://youtu.be/atm1nif3-s0;Boy;Major;226244.0;11504.0;592.0;1205;0.05084775728859108
2017-11-22;blah blah;Good Job;참 잘했어요;;https://youtu.be/CJARCe-5MnI;Girl;Major;416581.0;15559.0;1643.0;1206;0.03734927901176482
2017-11-21;kard;You In Me;유 인 미;Naive;https://youtu.be/tz23WFb8HM0;Co-ed;Major;20225427.0;626194.0;20353.0;1207;0.03096073076726637
2017-11-21;zzbae;Stress;스트레스;;https://youtu.be/KQLmtN3la0w;Girl;Major;;;;1208;
2017-11-20;epik high;Lost One;개화;;https://youtu.be/LvofNApz01I;Boy;Minor;2398039.0;51183.0;1966.0;1209;0.021343689573021955
2017-11-19;heygirls;No (No One But You);너 아니면;;https://youtu.be/BFYl8CNmCgY;Girl;Major;100189.0;3461.0;158.0;1210;0.03454471049716037
2017-11-17;red velvet;Peek-A-Boo;피카부;FantazyLab;https://youtu.be/6uJf2IT2Zh8;Girl;Major;249967029.0;3134476.0;145800.0;1211;0.012539557767036549
2017-11-17;nell, groovy room;Today;오늘은;;https://youtu.be/CGrk5YZC1y0;Boy;Major;1016556.0;13483.0;483.0;1212;0.013263410968013567
2017-11-16;snuper;Dear;디어;;https://youtu.be/1sJf0_7AddM;Boy;Minor;107260.0;6788.0;672.0;1213;0.06328547454782771
2017-11-16;samuel;Candy;캔디;;https://youtu.be/oddXT5uaRb8;Boy Solo;Major;7065912.0;383365.0;15009.0;1214;0.054255558235086994
2017-11-15;fly to the sky;Your Season;너의 계절;;https://youtu.be/yFOOCA6XW08;Boy;Major;817174.0;8262.0;487.0;1215;0.010110453832353941
2017-11-14;lovelyz;Twinkle;종소리;ZANYBROS;https://youtu.be/vDxD4HwEFdY;Girl;Major;5319331.0;71871.0;9551.0;1216;0.013511285535718683
2017-11-13;wanna one;Beautiful;뷰티풀;;https://youtu.be/o4_tHTmniw4;Boy;Major;13527372.0;508787.0;43089.0;1217;0.037611666183202476
2017-11-13;ashgray;Love No More;더는 사랑 안해;;https://youtu.be/SXwPKNozWfQ;Boy;Major;2248.0;43.0;10.0;1218;0.01912811387900356
2017-11-09;victon;Remember Me;나를 기억해;;https://youtu.be/uLvr9Q-iJcs;Boy;Major;3137292.0;122608.0;5387.0;1219;0.0390808378690922
2017-11-08;urban zakapa;When we were two;그때의 나, 그때의 우리;;https://youtu.be/O92yHB0MDZ8;Co-ed;Major;8630166.0;68816.0;1614.0;1220;0.007973890652856504
2017-11-08;gugudan;Chococo;초코코;Digipedi;https://youtu.be/vLVSf_yI_r8;Girl;Major;4339581.0;104809.0;9138.0;1221;0.02415187088338713
2017-11-07;sf9;Let's Hang out;나랑 놀자;;https://youtu.be/dBHu2M7fT6w;Boy;Minor;390766.0;20299.0;630.0;1222;0.05194668932302196
2017-11-07;block b;Shall We Dance;쉘 위 댄스;;https://youtu.be/NHglTopVlKQ;Boy;Major;34398541.0;601349.0;21350.0;1223;0.017481817034042228
2017-11-07;monsta x;Dramarama;드라마라마;Vikings League;https://youtu.be/r1afdZk0qcI;Boy;Major;58373792.0;1340383.0;68475.0;1224;0.022962068319974827
2017-11-07;exid;DDD;덜덜덜;Digipedi;https://youtu.be/axVvZrDz60k;Girl;Major;67861107.0;949737.0;40561.0;1225;0.01399530661944551
2017-11-07;kim sohee;Sobok Sobok feat. Yezi;소복소복;;https://youtu.be/6wxCAGzMKKs;Girl Solo;Major;269131.0;5872.0;425.0;1226;0.021818370979188574
2017-11-06;super junior;Black Suit;블랙수트;Rigid Film;https://youtu.be/MvqB6JsRbsc;Boy;Major;62019863.0;1044004.0;125941.0;1227;0.01683338126690154
2017-11-06;seventeen;Clap;박수;;https://youtu.be/CyzEtbG-sxY;Boy;Major;129540277.0;2172683.0;114445.0;1228;0.016772258407321453
2017-11-06;sonamoo;I (knew it);아이;;https://youtu.be/X9VlCV1ZflQ;Girl;Major;3277071.0;65602.0;4153.0;1229;0.02001848601998553
2017-11-06;mamamoo;I Love Too;놓지않을게;;https://youtu.be/AGjvMOqxeR4;Girl;Minor;973234.0;43644.0;2074.0;1230;0.044844302603484876
2017-11-05;jeon soyeon;Jelly;젤리;;https://youtu.be/FJ8kJdTYj1o;Girl Solo;Major;12532412.0;470169.0;19701.0;1231;0.037516241885440726
2017-11-05;geegu;Chemical;케미컬;DOT;https://youtu.be/uuWCvrIBr3w;Girl;Major;;;;1232;
2017-11-05;day6;All Alone;혼자야;Naive;https://youtu.be/Fd-elEnkInw;Boy;Major;5201968.0;248522.0;9247.0;1233;0.047774611454741746
2017-11-04;icia;Sad Heel;새드힐;;https://youtu.be/EtHTRym7MVg;Girl;Major;;;;1234;
2017-11-03;minah;11°;11도;;https://youtu.be/zbV08YMyktA;Girl Solo;Minor;775101.0;30751.0;1155.0;1235;0.03967353931939192
2017-11-02;hyeongseop x euiwoong;It Will Be Good;좋겠다;;https://youtu.be/KKFXJYKctR8;Boy;Major;1565175.0;74859.0;2793.0;1236;0.04782787867171403
2017-11-01;astro;Crazy Sexy Cool;니가 불어와;;https://youtu.be/xeUx0AN2kCA;Boy;Major;38152053.0;1309235.0;43282.0;1237;0.034316239810214144
2017-10-31;juniel;I Drink Alone;혼술;;https://youtu.be/q0KcsfY_1tc;Girl Solo;Major;852430.0;22253.0;623.0;1238;0.026105369355841537
2017-10-31;loona odd eye circle;Sweet Crazy Love;스윗 크레이지 러브;Digipedi;https://youtu.be/cG7FkoNKBzI;Girl;Major;5392204.0;178403.0;9329.0;1239;0.03308535804654275
2017-10-31;voisper;Save As;다른 이름으로 저장하기;;https://youtu.be/-ICUJcSrO9c;Boy;Major;4993.0;426.0;42.0;1240;0.08531944722611656
2017-10-31;the rose;Like We Used To;좋았는데;;https://youtu.be/K1FQeUXn_sc;Boy;Major;;;;1241;
2017-10-30;twice;Likey;라이키;Naive;https://youtu.be/V2hlQkVJZhE;Girl;Major;634299702.0;5493047.0;547832.0;1242;0.008660018257426204
2017-10-30;got7;Turn Up;턴업;;https://youtu.be/Mn9W9o7gKGA;Boy;Japanese;11562198.0;450192.0;21800.0;1243;0.03893654130468965
2017-10-30;super junior;One More Chance;비처럼 가지마요;Digipedi;https://youtu.be/-UROg0lsqW0;Boy;Minor;31827472.0;855142.0;129135.0;1244;0.026868046573098863
2017-10-29;gavy nj;You Said You Were Happy;행복하댔잖아;;https://youtu.be/5fuS0iUsrmU;Girl;Major;623121.0;5176.0;166.0;1245;0.008306572880708562
2017-10-28;playback;Want You To Say;말해줘;Naive;https://youtu.be/mTjEJS6pjfo;Girl;Major;11727007.0;279421.0;11931.0;1246;0.023827136796285703
2017-10-27;apink;Orion;오리온;;https://youtu.be/x3GKsWZYWyU;Girl;Japanese;4924729.0;60482.0;4211.0;1247;0.012281284919434145
2017-10-25;in2it;Amazing;어메이징;;https://youtu.be/RwvtpZ2tfT8;Boy;Major;1384979.0;92012.0;5727.0;1248;0.06643566436747417
2017-10-24;4men;Break Up In The Morning;눈 떠보니 이별이더라;;https://youtu.be/3nqkdt2vvME;Boy;Major;20378916.0;58600.0;3101.0;1249;0.0028755209550890733
2017-10-23;epik high;Home Is Far Away;빈차;;https://youtu.be/pTD9Jysi3_g;Boy;Major;22098346.0;195472.0;6092.0;1250;0.008845548893116255
2017-10-23;epik high;Love Story;연애소설;;https://youtu.be/Z3INNjAEqHk;Boy;Major;10871917.0;72901.0;1475.0;1251;0.006705441183923681
2017-10-22;marmello;Can't Stop;;;https://youtu.be/a-iPoUI47xs;Girl;Major;119447.0;8036.0;411.0;1252;0.0672767001264159
2017-10-18;a.c.e;Callin';콜링;;https://youtu.be/6uuBP8r3NV4;Boy;Major;4384612.0;227497.0;18150.0;1253;0.05188532075358093
2017-10-18;jbj;Fantasy;판타지;;https://youtu.be/RGYIpwovVsc;Boy;Major;16224977.0;455312.0;25203.0;1254;0.028062412661663556
2017-10-16;taemin;Move;무브;HIGHQUALITYFISH;https://youtu.be/rcEyUNeZqmY;Boy Solo;Major;77826471.0;1409837.0;52962.0;1255;0.018115134630735087
2017-10-16;btob;Missing You;그리워하다;;https://youtu.be/4bykFvnRzno;Boy;Major;15692330.0;299161.0;12739.0;1256;0.019064154271545397
2017-10-16;highlight;Can Be Better;어쩔 수 없지 뭐;;https://youtu.be/ZJy8tsVEo9I;Boy;Major;6735422.0;213916.0;8069.0;1257;0.031759851127368115
2017-10-15;seventeen;Pinwheel;바람개비;;https://youtu.be/aarBJqitCJE;Boy;Minor;15844914.0;416715.0;14600.0;1258;0.026299606296380024
2017-10-12;dia;Good Night;굿밤;;https://youtu.be/V8wMfIayEnc;Girl;Major;1668366.0;38656.0;2233.0;1259;0.023169975892579926
2017-10-12;ha:tfelt;I Wander feat. Gaeko;새 신발;;https://youtu.be/FZbp8UH4ueM;Girl Solo;Major;491520.0;14820.0;560.0;1260;0.0301513671875
2017-10-12;up10tion;Going Crazy;미치게 해;;https://youtu.be/l-qQUYcqTJs;Boy;Major;2104397.0;80034.0;2964.0;1261;0.03803179723217625
2017-10-12;masc;Do It;다해;;https://youtu.be/KCU7MwI12rk;Boy;Major;;;;1262;
2017-10-12;varsity;Can You Come Out Now;지금 나올래;;https://youtu.be/xzQPIe0HNJ4;Boy;Major;240050.0;16544.0;1897.0;1263;0.06891897521349719
2017-10-12;sf9;O Sole Mio;오솔레미오;;https://youtu.be/sUZeYOLp8Ys;Boy;Major;33759361.0;812917.0;49178.0;1264;0.02407975079860072
2017-10-12;rainz;Juliette;레인즈;;https://youtu.be/odNUd0t4AlA;Boy;Major;1267463.0;32095.0;1254.0;1265;0.025322238203403177
2017-10-12;block b;My Zone;마이존;;https://youtu.be/ilpfcI_4L2g;Boy;CF;5954336.0;27515.0;0.0;1266;0.0046210022410559295
2017-10-11;davichi;To Me;나에게 넌;;https://youtu.be/7RBP9tAkRxU;Girl;Major;1569446.0;14026.0;424.0;1267;0.008936911496158518
2017-10-11;masc;Run To You;정주행;;https://youtu.be/pepUknR_Ktk;Boy;Minor;120992.0;10163.0;745.0;1268;0.08399728907696377
2017-10-11;jang wooyoung;It's The Same;똑같지 뭐;;https://youtu.be/S1sHxeWzT5s;Boy Solo;Minor;596985.0;31797.0;1477.0;1269;0.053262644790070104
2017-10-11;hi cutie;Play U;플레이유;;https://youtu.be/KOP4yYPpjbA;Girl;Major;41223.0;1471.0;214.0;1270;0.03568396283628072
2017-10-10;hashtag;Hue;ㅇㅇ;;https://youtu.be/zN6KI57XBjM;Girl;Major;;;;1271;
2017-10-10;trcng;Spectrum;스펙트럼;;https://youtu.be/MVMfBa_NTtI;Boy;Major;1458005.0;80150.0;3623.0;1272;0.0549723766379402
2017-10-10;got7;You Are;유아;;https://youtu.be/ktc8XDBq93k;Boy;Major;100797942.0;1960050.0;241000.0;1273;0.01944533748516413
2017-10-10;nu'est w;Where You At;웨어 유 앳;;https://youtu.be/5e8-4mBiCSI;Boy;Major;13825743.0;411256.0;43035.0;1274;0.02974567081132638
2017-10-08;seventeen;Lilili Yabbay;13월의 춤;;https://youtu.be/VKuvYk-FsPM;Boy;Minor;16781320.0;488095.0;17070.0;1275;0.029085614242502975
2017-10-06;stray kids;Hellevator;헬리베이터;AR FILM;https://youtu.be/AdfIfFGCqgo;Boy;Major;118632822.0;2877354.0;357512.0;1276;0.02425428268072389
2017-10-05;twice;One More Time;원 모어 타임;;https://youtu.be/HuoOEry-Yc4;Girl;Japanese;105530515.0;1050754.0;87629.0;1277;0.00995687361139098
2017-10-01;seventeen;Trauma;;;https://youtu.be/4tRsEUB6-bk;Boy;Minor;22244861.0;632809.0;17946.0;1278;0.028447424328702255
2017-09-30;u-kiss;Fly;;;https://youtu.be/IUlAvvuWvOQ;Boy;Japanese;570762.0;17623.0;1546.0;1279;0.03087626716564873
