Date;Artist;Song Name;Korean Name;Director;lien_video;Type;Release;vues;likes;comments;id_video;ratio_engagement
2018-02-28;jeon soyeon;Idle Song;아이들 쏭;;https://youtu.be/b01dBTBzyz0;Girl Solo;Minor;1426327,0;79409,0;1890,0;1079;0,05567376905856792
2018-02-27;sha sha;You & Me;너와나;;https://youtu.be/bkXIVBk6dmM;Girl;Major;263692,0;10839,0;553,0;1080;0,041104773751194576
2018-02-27;waeb;Go Away;;;https://youtu.be/iCYTPhxgTMU;Boy;Major;655,0;82,0;16,0;1081;0,1251908396946565
2018-02-27;wjsn;Dreams Come True;꿈꾸는 마음으로;;https://youtu.be/IrircflFHzw;Girl;Major;8303272,0;132979,0;12846,0;1082;0,016015252782276675
2018-02-26;nct u;Baby Don't Stop;베비돈스탑;;https://youtu.be/k0DqRstCgj4;Boy;Major;105008836,0;2145967,0;90619,0;1083;0,020436061209172914
2018-02-26;sf9;Mamma Mia;맘마미아;Purple Straw Film;https://youtu.be/5XTbQ7NERhY;Boy;Major;2134372,0;96250,0;6234,0;1084;0,04509523175903732
2018-02-23;trax, lip2shot;Notorious;;;https://youtu.be/gh_b4JX6aGw;Boy;Major;231331,0;15964,0;652,0;1085;0,06900934159278263
2018-02-23;i.c.e;Shameless;뻔뻔해;;https://youtu.be/ZY79Opo38rI;Girl;Major;208356,0;10110,0;939,0;1086;0,048522720727984796
2018-02-22;clc;Black Dress;블랙드레스;;https://youtu.be/hF6Wds75rjg;Girl;Major;39036604,0;629934,0;24713,0;1087;0,01613700822950685
2018-02-21;weki meki;La La La;라라라;;https://youtu.be/bYeTzlDQdvU;Girl;Major;9758392,0;261627,0;12203,0;1088;0,02681046221549616
2018-02-21;vromance;Star;별;;https://youtu.be/WdVXgRifwY0;Boy;Major;361102,0;19136,0;908,0;1089;0,0529933370626582
2018-02-20;i.m (monsta x);Fly With Me;플라이위드미;;https://youtu.be/STEUAcTmXTg;Boy Solo;Minor;5562629,0;329375,0;18087,0;1090;0,05921210995736009
2018-02-20;boa;One Shot, Two Shot;원샷 투샷;;https://youtu.be/Xg_4tbLnIOc;Girl Solo;Major;14842065,0;277551,0;9468,0;1091;0,018700295410375847
2018-02-19;yang yoseop;Where I Am Gone;네가 없는 곳;;https://youtu.be/R0HfzG3BR20;Boy Solo;Major;446859,0;29384,0;1760,0;1092;0,06575675996231474
2018-02-18;nct u;BOSS;보스;;https://youtu.be/0AUFyFEt35g;Boy;Major;193262239,0;3061690,0;170015,0;1093;0,01584215321028129
2018-02-18;boyfriend;Try My Wings;트라이 마이 윙스;;https://youtu.be/94iYe9-eyHI;Boy;Japanese;255985,0;14853,0;1655,0;1094;0,0580229310311151
2018-02-15;kino (pentagon);Lonely;론리;;https://youtu.be/iSoN4v1G8Os;Boy Solo;Minor;1151574,0;57891,0;2698,0;1095;0,0502711940352943
2018-02-15;n.tic;Once Again;원스 어게인;;https://youtu.be/7A5e0v9cuFM;Boy;Major;389550,0;26870,0;4260,0;1096;0,06897702477217302
2018-02-14;suzy;SObeR;소버;;https://youtu.be/DgT4CPv_CCE;Girl Solo;Major;10453262,0;294457,0;11985,0;1097;0,02816891033631416
2018-02-13;park boram;Will Be Fine;애쓰지 마요;;https://youtu.be/cWvE3P6AWSA;Girl Solo;Major;4044824,0;14486,0;819,0;1098;0,0035813671991661443
2018-02-13;the eastlight;Valentines Day;발렌타인 데이;;https://youtu.be/m4XVq2TgptU;Boy;Major;nan;nan;nan;1099;nan
2018-02-12;roy kim;Only Then;그때 헤어지면 돼;;https://youtu.be/SkN_hWI6n28;Boy Solo;Major;37883837,0;194309,0;10492,0;1100;0,005129073910860719
2018-02-12;yang yoseop;Star;별;;https://youtu.be/YW0doOWokVU;Boy Solo;Major;1351266,0;32938,0;1591,0;1101;0,02437565956665823
2018-02-11;mighty mouth;Uber;;;https://youtu.be/AyVs39XIs1c;Boy;Major;20359,0;242,0;19,0;1102;0,011886634903482489
2018-02-10;vav;Gorgeous;예쁘다고;;https://youtu.be/ByLrmZJ7VdI;Boy;Major;6902891,0;132266,0;5230,0;1103;0,01916095734381435
2018-02-07;dynamic duo;Bongjeseon;봉제선;;https://youtu.be/sfPnkCPVXYo;Boy;Major;74546,0;1225,0;69,0;1104;0,01643280658922008
2018-02-07;plt;Blind;;;https://youtu.be/Hky3jgyd2I0;Boy;Minor;55149,0;5115,0;362,0;1105;0,09274873524451939
2018-02-07;naeun, jinsol (april);My Story;내 이야기;;https://youtu.be/NVW9yYOx8wU;Girl;Minor;285931,0;8358,0;443,0;1106;0,029230828416645975
2018-02-07;hong jinyoung;Good Bye;잘가라;;https://youtu.be/ePRk5THh2Q8;Girl Solo;Major;13396765,0;144170,0;6812,0;1107;0,010761553255580732
2018-02-06;cocosori;Mi Amor;미아모르;;https://youtu.be/gnPZ8k3wXqs;Girl;Major;479607,0;27551,0;1857,0;1108;0,0574449497192493
2018-02-06;hyolyn;To Do List;내일할래;;https://youtu.be/F4oenLX1WcA;Girl Solo;Major;1272888,0;43265,0;1835,0;1109;0,033989636165947044
2018-02-06;monsta x;In Time;인타임;;https://youtu.be/XUJ_xpOVfyw;Boy;Minor;2480225,0;110558,0;4813,0;1110;0,04457579453477003
2018-02-05;day6;If We Can Meet Again;If ～また逢えたら～;;https://youtu.be/unS_PcMn3RA;Boy;Japanese;3237839,0;119382,0;5714,0;1111;0,036870888268379004
2018-02-05;seventeen;Thanks;고맙다;;https://youtu.be/gZItyr1SNjU;Boy;Major;76200221,0;1403422,0;79049,0;1112;0,01841755813280384
2018-02-04;100%;Song For You;송포유;;https://youtu.be/AnC0bwBumj8;Boy;Japanese;187648,0;6319,0;444,0;1113;0,03367475272851296
2018-02-03;blacksix;Alone;쓸쓸해;;https://youtu.be/L_CZzj1hP50;Boy;Minor;22225,0;3598,0;354,0;1114;0,16188976377952755
2018-02-02;henry;Monster;몬스터;;https://youtu.be/dfeEwt5_jsQ;Boy;English;5553283,0;325161,0;12406,0;1115;0,05855293166222575
2018-02-01;davichi;Just The Two Of Us;우리 둘;;https://youtu.be/YIcIXJIqFHw;Girl;Major;692721,0;12086,0;355,0;1116;0,017447139613206472
2018-02-01;gugudan;The Boots;더 부츠;Purple Straw Film;https://youtu.be/y3KSD5sI0OM;Girl;Major;10304229,0;217518,0;14942,0;1117;0,021109585200406553
2018-02-01;2000won;SSUL;썰;;https://youtu.be/88iRnH2K1z4;Boy;Major;11032,0;354,0;21,0;1118;0,03208846990572879
2018-01-31;super junior-d&e;If You;;;https://youtu.be/ryxWUHZDJwI;Boy;Japanese;263150,0;10901,0;875,0;1119;0,04142504275128254
2018-01-31;14u;Don't Be Pretty;예뻐지지마;;https://youtu.be/HSPGFCv4BTA;Boy;Major;nan;nan;nan;1120;nan
2018-01-31;boa;Nega Dola;내가 돌아;;https://youtu.be/pykyNOEVqCU;Girl Solo;Major;6475666,0;162363,0;5178,0;1121;0,02507278788004199
2018-01-31;soya;Show;쇼;;https://youtu.be/YSdYK6yGEWg;Girl Solo;Major;647006,0;7387,0;363,0;1122;0,011417204786354378
2018-01-29;suzy;Holiday feat. DPR LIVE;홀리데이;VISUALSFROM.;https://youtu.be/lpzJNwur6Zk;Girl Solo;Major;8770723,0;194612,0;9594,0;1123;0,02218882069357338
2018-01-29;risso;Alergy;알러지;;https://youtu.be/8gaxwpzrf6M;Girl Solo;Minor;16827,0;629,0;42,0;1124;0,037380400546740356
2018-01-29;loona;One&Only (GoWon);원 앤 온리;;https://youtu.be/m5qwcYL8a0o;Girl;Major;8074350,0;195342,0;15996,0;1125;0,024192907168998124
2018-01-29;dean;instagram;인스타그램;;https://youtu.be/wKyMIrBClYw;Boy Solo;Major;91485716,0;1189456,0;30979,0;1126;0,013001548788228318
2018-01-29;golden child;It's You;너라고;;https://youtu.be/fq56d1YiLFE;Boy;Major;1693664,0;79259,0;6664,0;1127;0,04679735768133467
2018-01-29;red velvet;Bad Boy;배드보이;Flexible Pictures;https://youtu.be/J_CFBjAyPWE;Girl;Major;416331211,0;4249928,0;317689,0;1128;0,010208045632206997
2018-01-28;vav;Spotlight;스팟라잇;;https://youtu.be/rKuuTQhM-tg;Boy;Major;8436703,0;144966,0;6600,0;1129;0,017182778628096782
2018-01-25;davichi;Days Without You;너 없는 시간들;;https://youtu.be/_jzMDsYHktI;Girl;Major;14940922,0;245890,0;11832,0;1130;0,016457485020000773
2018-01-25;ikon;Love Scenario;사랑을 했다;;https://youtu.be/vecSVX1QYbQ;Boy;Major;684593205,0;7826627,0;449265,0;1131;0,011432522179357594
2018-01-24;fromis_9;To Heart;투하트;;https://youtu.be/BzZ8NmYUldE;Girl;Major;465672,0;19782,0;1053,0;1132;0,0424805442457352
2018-01-24;jeong sewoon;Baby It's U;베이비잇츄;;https://youtu.be/VED_cqxthf4;Boy Solo;Major;2282120,0;85823,0;2958,0;1133;0,037606699034231326
2018-01-24;the eastlight;Two Of Us;너와 둘이;;https://youtu.be/2iF1WRGp1W8;Boy;Minor;nan;nan;nan;1134;nan
2018-01-23;rainz;Turn It Up;턴 잇 업;;https://youtu.be/mD1Yeygtxrs;Boy;Major;424410,0;11978,0;838,0;1135;0,028222709172733913
2018-01-23;b1a4;Do You Remember;;;https://youtu.be/3pMUutnxSbw;Boy;Japanese;nan;nan;nan;1136;nan
2018-01-23;target;Awake;어웨이크;;https://youtu.be/xn72N1Y3ABE;Boy;Major;513880,0;34296,0;2250,0;1137;0,06673931657196233
2018-01-23;jonghyun;Before Our Spring;우린 봄이 오기 전에;;https://youtu.be/v9ea5VDQfXg;Boy Solo;Major;7997205,0;506781,0;41609,0;1138;0,06336976481158105
2018-01-22;jonghyun;Shinin';빛이 나;HIGHQUALITYFISH;https://youtu.be/J41qe-TM1DY;Boy Solo;Major;25610323,0;1503062,0;162330,0;1139;0,05868969321472439
2018-01-22;ravi;Nirvana feat. Park Jimin;너바나;;https://youtu.be/clGewsyYqBg;Boy Solo;Major;nan;nan;nan;1140;nan
2018-01-22;suzy;In Love With Someone Else;다른사람을 사랑하고 있어;;https://youtu.be/eQ3gXtX3U7I;Girl Solo;Minor;11179114,0;212291,0;9232,0;1141;0,018989966467825626
2018-01-21;halo;Liar;;;https://youtu.be/6hzrxedNMnk;Boy;Japanese;916554,0;18428,0;0,0;1142;0,020105743905978263
2018-01-20;up10tion;Wild Love;;;https://youtu.be/eOLasFesC3Q;Boy;Japanese;707564,0;24757,0;1267,0;1143;0,034989061060200916
2018-01-18;sunmi;Heroine;주인공;;https://youtu.be/F4qfN5UeFvQ;Girl Solo;Major;75950733,0;952860,0;30880,0;1144;0,012545764370700676
2018-01-18;the eastlight;Real Man;레알 남자;;https://youtu.be/SiQeBQLBu3U;Boy;Major;nan;nan;nan;1145;nan
2018-01-17;chungha;Roller Coaster;롤러코스터;;https://youtu.be/900X9fDFLc4;Girl Solo;Major;89362189,0;906145,0;19210,0;1146;0,010140138800762815
2018-01-17;jbj;My Flower;꽃이야;;https://youtu.be/uexk7jWXYmU;Boy;Major;27701233,0;613254,0;29247,0;1147;0,022138148146690798
2018-01-16;girlkind;FANCI;팬시;;https://youtu.be/LRoednGUmCE;Girl;Major;1099913,0;60720,0;5757,0;1148;0,05520436616350566
2018-01-15;stray kids;Spread My Wings (Performance);어린 날개;;https://youtu.be/Xo8FPXlI3CU;Boy;Minor;21416184,0;722761,0;22996,0;1149;0,03374835591625473
2018-01-14;various;Shadow;;;https://youtu.be/8L4CPwqcd1w;Girl;Major;69664,0;1395,0;127,0;1150;0,020024689940284796
2018-01-12;nct u;Timeless;텐데...;;https://youtu.be/PmH948yZwhE;Boy;Minor;9521707,0;355832,0;11648,0;1151;0,037370610122743744
2018-01-11;weki meki;Butterfly;;;https://youtu.be/zVLXJfdhBtg;Girl;CF;754541,0;36019,0;1354,0;1152;0,04773630591313129
2018-01-11;twice;Candy Pop;캔디팝;Naive;https://youtu.be/wQ_POfToaVY;Girl;Japanese;183868963,0;1931346,0;111473,0;1153;0,01050392610306939
2018-01-10;mxm;Diamond Girl;다이아몬드걸;;https://youtu.be/ZmTVq81q35M;Boy;Minor;2163574,0;104938,0;3178,0;1154;0,048502154305792175
2018-01-10;jo kwon;Lonely;새벽;;https://youtu.be/DpObGkT0GZc;Boy Solo;Minor;673089,0;26382,0;1043,0;1155;0,03919541100805391
2018-01-09;oh my girl;Secret Garden;비밀정원;;https://youtu.be/QIN5_tJRiyY;Girl;Major;nan;nan;nan;1156;nan
2018-01-09;monsta x;Spotlight;스포트라이트;;https://youtu.be/_53QwBl9m88;Boy;Japanese;11024654,0;302853,0;14240,0;1157;0,027470521977379064
2018-01-08;infinite;Tell Me;텔미;;https://youtu.be/TM-gCW45YHc;Boy;Major;12827858,0;400106,0;62741,0;1158;0,031190398272260264
2018-01-08;block b;Don't Leave;떠나지마요;;https://youtu.be/j0FrZ40fPiA;Boy;Major;6481945,0;177149,0;7914,0;1159;0,027329605542780754
2018-01-08;jang wooyoung;Going Going;고잉고잉;;https://youtu.be/8TBDBCdaf3Y;Boy Solo;Minor;893117,0;47865,0;2386,0;1160;0,0535932022344217
2018-01-07;stray kids;Beware (Performance);총량의 법칙;;https://youtu.be/Sy3ERg7OCWo;Boy;Minor;18284852,0;746664,0;30639,0;1161;0,040835113130803576
2018-01-05;voisper;Missing U;꺼내보면;;https://youtu.be/3R4wdqRcWRI;Boy;Major;28427,0;1642,0;125,0;1162;0,05776198684349386
2018-01-05;hint;Walkie Talkie;워키토키;;https://youtu.be/7apicwn8bmM;Girl;Major;142990,0;5328,0;338,0;1163;0,03726134694733897
2018-01-04;live high;Yes;예스;;https://youtu.be/tlfdXqlkb8M;Girl;Major;126070,0;3847,0;279,0;1164;0,030514793368763386
2018-01-04;mamamoo;Paint Me;칠해줘;;https://youtu.be/20sOM7AlU3Y;Girl;Minor;4498765,0;201332,0;13037,0;1165;0,044752726581628516
2018-01-04;5tion;Come Back;돌아와줘요;;https://youtu.be/tWhYLVhSzrg;Boy;Major;6694,0;158,0;15,0;1166;0,023603226770242007
2018-01-03;n.flying;Hot Potato;뜨거운 감자;;https://youtu.be/y1iRckD1ys4;Boy;Major;7135715,0;221666,0;7606,0;1167;0,031064301194764644
2018-01-03;momoland;BBoom BBoom;뿜뿜;;https://youtu.be/JQGRg8XBnB4;Girl;Major;648870602,0;5038442,0;371858,0;1168;0,007764941090673731
2018-01-02;plt;Blah;;;https://youtu.be/OGDkrq3cqYU;Boy;Minor;124901,0;10427,0;703,0;1169;0,08348211783732716
2018-01-02;trcng;Wolf Baby;울프베이비;;https://youtu.be/-kOVdJD_4kM;Boy;Major;1018211,0;60013,0;2446,0;1170;0,058939650033244584
2018-01-02;drug restaurant;Her;헐;;https://youtu.be/IjDn1HXrNTY;Boy;Major;939877,0;35115,0;1751,0;1171;0,03736127174087673
2017-12-28;loona;Heart Attack (Chuu);하트 어택;Digipedi;https://youtu.be/BVVfMFS3mgc;Girl;Major;39531268,0;989116,0;44881,0;1172;0,025021104812524605
2017-12-28;younha;Parade;퍼레이드;;https://youtu.be/7bPffIZot10;Girl Solo;Major;3608732,0;57780,0;3196,0;1173;0,016011164032130952
2017-12-27;exo;Universe;;;https://youtu.be/leu-cTvMWTA;Boy;Major;55556128,0;1753193,0;162220,0;1174;0,0315571488351384
2017-12-26;super junior-d&e;You Don't Go;;;https://youtu.be/GBA0wE7qgWk;Boy;Japanese;711263,0;25910,0;2907,0;1175;0,03642815667341054
2017-12-25;1nb;Winter, again;다시겨울;;https://youtu.be/1fycAID1dKo;Girl;Minor;42005,0;2056,0;208,0;1176;0,04894655398166885
2017-12-23;boa;Jazzclub;재즈클럽;;https://youtu.be/xP-DFPuODcM;Girl Solo;Japanese;2163371,0;67405,0;2728,0;1177;0,031157392791157874
2017-12-23;nu'est w;Let Me Out;;;https://youtu.be/333AbjpGqk8;Boy;OST;21002805,0;284480,0;10092,0;1178;0,013544857460705844
2017-12-22;twice;Merry & Happy;;Mustache Films;https://youtu.be/zi_6oaQyckM;Girl;Minor;48653839,0;923262,0;41681,0;1179;0,018976138758546885
2017-12-17;sha sha;White Story;;;https://youtu.be/eECOobsEXCQ;Girl;Minor;55421,0;2082,0;155,0;1180;0,0375669872431028
2017-12-17;laysha;Pink Label;핑크라벨;;https://youtu.be/8IDrpXUAjpU;Girl;Minor;nan;nan;nan;1181;nan
2017-12-15;nct dream;Joy;조이;;https://youtu.be/VMMl0DopcdM;Boy;Minor;4915759,0;319270,0;9554,0;1182;0,0649482612959667
2017-12-14;b.a.p;Hands Up;핸즈업;;https://youtu.be/Cd8UxUlqaZ8;Boy;Major;7644171,0;284958,0;17909,0;1183;0,0372778159986217
2017-12-12;twice;Heart Shaker;하트 쉐이커;Naive;https://youtu.be/rRzxEiBLQCA;Girl;Major;467934698,0;3581671,0;311402,0;1184;0,007654211186536118
2017-12-07;mighty mouth;Instagram;;;https://youtu.be/xv8HfP2J97E;Boy;Major;20749,0;315,0;31,0;1185;0,015181454527929057
2017-12-06;the boyz;Boy;소년;Naive;https://youtu.be/yuk0LHFSlR8;Boy;Major;12208585,0;269199,0;12344,0;1186;0,022049975488559893
2017-12-06;kard;Trust Me;;;https://youtu.be/dhF3Y7esoWM;Co-ed;Minor;5538347,0;268815,0;11398,0;1187;0,048537045439731384
2017-12-06;snuper;Stand by me;;;https://youtu.be/aHXPRm_0y3U;Boy;Japanese;91514,0;2888,0;344,0;1188;0,031558012981620295
2017-12-05;day6;I Like You;좋아합니다;;https://youtu.be/daoMYJv8i0c;Boy;Major;18134640,0;440990,0;16496,0;1189;0,02431754917660345
2017-12-05;exo;Electric Kiss;;;https://youtu.be/BC19fhyTG_M;Boy;Japanese;32458294,0;1352140,0;107936,0;1190;0,0416577655005528
2017-12-05;hyuna;Lip & Hip;립앤힙;;https://youtu.be/vcqImqOVE2U;Girl Solo;Major;48917381,0;836472,0;28710,0;1191;0,017099688963315512
2017-12-04;anyway;Follow You;팔로우 유;;https://youtu.be/6ChZkgkpIzg;Boy;Minor;39805,0;2974,0;233,0;1192;0,07471423188041704
2017-11-29;1nb;Where U at;쉽지않아;;https://youtu.be/x2I4YoPdT84;Girl;Minor;394532,0;18411,0;2060,0;1193;0,04666541624000081
2017-11-29;fromis_9;Glass Shoes;유리구두;;https://youtu.be/hXK6tWnvKR4;Girl;Minor;502682,0;21159,0;1274,0;1194;0,042092217346155224
2017-11-28;loona;new (Yves);뉴;Digipedi;https://youtu.be/LIDe-yTxda0;Girl;Major;10457440,0;248854,0;18379,0;1195;0,02379683746691351
2017-11-27;blk;Hero;히어로;;https://youtu.be/5s_DjeBv9B4;Boy;Major;522462,0;48292,0;2425,0;1196;0,09243160268115193
2017-11-26;hey men;Jelly;젤리;;https://youtu.be/dTbN75jr-nA;Boy;Minor;85537,0;5236,0;267,0;1197;0,06121327612612086
2017-11-26;map6;Love Is Gone;러브이즈건;;https://youtu.be/-OhRgfEsozc;Boy;Major;566176,0;35284,0;2411,0;1198;0,06231984400610411
2017-11-26;busters;La La La;랄랄라;Shindong;https://youtu.be/l-C7No8mdes;Girl;Minor;nan;nan;nan;1199;nan
2017-11-26;mxm;Save The Rest;오늘은 여기까지;;https://youtu.be/m0_7WmpaoH0;Boy;Minor;196733,0;13662,0;584,0;1200;0,06944437384678727
2017-11-26;busters;Dream On;내꿈꿔;Shindong;https://youtu.be/sIkctIzFI5M;Girl;Major;nan;nan;nan;1201;nan
2017-11-24;bts;Mic Drop (Steve Aoki Remix);마이크드롭;Woogie Kim;https://youtu.be/kTlv5_Bs8aw;Boy;Major;1467649375,0;20971644,0;3076953,0;1202;0,014289273962318145
2017-11-23;pentagon;Violet;바이올렛;;https://youtu.be/nzdDUg5R_IQ;Boy;Minor;812192,0;49658,0;1904,0;1203;0,06114071549584335
2017-11-22;pentagon;Runaway;런어웨이;;https://youtu.be/vxpRxiNM2sQ;Boy;Major;9647837,0;320828,0;9758,0;1204;0,03325387856366147
2017-11-22;honeyst;Someone To Love;연애하고싶은데요;;https://youtu.be/atm1nif3-s0;Boy;Major;226169,0;11503,0;592,0;1205;0,05086019746295911
2017-11-22;blah blah;Good Job;참 잘했어요;;https://youtu.be/CJARCe-5MnI;Girl;Major;416405,0;15560,0;1645,0;1206;0,03736746676913101
2017-11-21;kard;You In Me;유 인 미;Naive;https://youtu.be/tz23WFb8HM0;Co-ed;Major;20191274,0;625994,0;20360,0;1207;0,03100319474640382
2017-11-21;zzbae;Stress;스트레스;;https://youtu.be/KQLmtN3la0w;Girl;Major;nan;nan;nan;1208;nan
2017-11-20;epik high;Lost One;개화;;https://youtu.be/LvofNApz01I;Boy;Minor;2395340,0;51174,0;1964,0;1209;0,021363981731194737
2017-11-19;heygirls;No (No One But You);너 아니면;;https://youtu.be/BFYl8CNmCgY;Girl;Major;100123,0;3461,0;158,0;1210;0,03456748199714351
2017-11-17;red velvet;Peek-A-Boo;피카부;FantazyLab;https://youtu.be/6uJf2IT2Zh8;Girl;Major;249676092,0;3133020,0;145808,0;1211;0,012548338028296278
2017-11-17;nell, groovy room;Today;오늘은;;https://youtu.be/CGrk5YZC1y0;Boy;Major;1015233,0;13483,0;484,0;1212;0,013280695170468256
2017-11-16;snuper;Dear;디어;;https://youtu.be/1sJf0_7AddM;Boy;Minor;107217,0;6791,0;671,0;1213;0,06333883619202178
2017-11-16;samuel;Candy;캔디;;https://youtu.be/oddXT5uaRb8;Boy Solo;Major;7062416,0;383375,0;15020,0;1214;0,05428383148203108
2017-11-15;fly to the sky;Your Season;너의 계절;;https://youtu.be/yFOOCA6XW08;Boy;Major;816436,0;8259,0;488,0;1215;0,01011591845533514
2017-11-14;lovelyz;Twinkle;종소리;ZANYBROS;https://youtu.be/vDxD4HwEFdY;Girl;Major;5299947,0;71760,0;9538,0;1216;0,013539758039089824
2017-11-13;wanna one;Beautiful;뷰티풀;;https://youtu.be/o4_tHTmniw4;Boy;Major;13525272,0;508812,0;43130,0;1217;0,03761935434644124
2017-11-13;ashgray;Love No More;더는 사랑 안해;;https://youtu.be/SXwPKNozWfQ;Boy;Major;2248,0;43,0;10,0;1218;0,01912811387900356
2017-11-09;victon;Remember Me;나를 기억해;;https://youtu.be/uLvr9Q-iJcs;Boy;Major;3135164,0;122621,0;5387,0;1219;0,03911151059402315
2017-11-08;urban zakapa;When we were two;그때의 나, 그때의 우리;;https://youtu.be/O92yHB0MDZ8;Co-ed;Major;8625415,0;68819,0;1614,0;1220;0,007978630593426518
2017-11-08;gugudan;Chococo;초코코;Digipedi;https://youtu.be/vLVSf_yI_r8;Girl;Major;4337209,0;104800,0;8815,0;1221;0,024163004365249634
2017-11-07;sf9;Let's Hang out;나랑 놀자;;https://youtu.be/dBHu2M7fT6w;Boy;Minor;390671,0;20300,0;629,0;1222;0,0519618809688971
2017-11-07;block b;Shall We Dance;쉘 위 댄스;;https://youtu.be/NHglTopVlKQ;Boy;Major;34357781,0;601147,0;21348,0;1223;0,017496677099140948
2017-11-07;monsta x;Dramarama;드라마라마;Vikings League;https://youtu.be/r1afdZk0qcI;Boy;Major;58311739,0;1340035,0;68480,0;1224;0,02298053570311117
2017-11-07;exid;DDD;덜덜덜;Digipedi;https://youtu.be/axVvZrDz60k;Girl;Major;67797986,0;949326,0;40556,0;1225;0,014002274344845583
2017-11-07;kim sohee;Sobok Sobok feat. Yezi;소복소복;;https://youtu.be/6wxCAGzMKKs;Girl Solo;Major;269078,0;5872,0;425,0;1226;0,021822668519908724
2017-11-06;super junior;Black Suit;블랙수트;Rigid Film;https://youtu.be/MvqB6JsRbsc;Boy;Major;61931665,0;1043850,0;125932,0;1227;0,016854867376809586
2017-11-06;seventeen;Clap;박수;;https://youtu.be/CyzEtbG-sxY;Boy;Major;129389363,0;2171122,0;114445,0;1228;0,016779756462669965
2017-11-06;sonamoo;I (knew it);아이;;https://youtu.be/X9VlCV1ZflQ;Girl;Major;3275297,0;65603,0;4154,0;1229;0,020029633953806327
2017-11-06;mamamoo;I Love Too;놓지않을게;;https://youtu.be/AGjvMOqxeR4;Girl;Minor;970408,0;43622,0;2072,0;1230;0,04495222628008013
2017-11-05;jeon soyeon;Jelly;젤리;;https://youtu.be/FJ8kJdTYj1o;Girl Solo;Major;12526923,0;470164,0;19713,0;1231;0,03753228147087677
2017-11-05;geegu;Chemical;케미컬;DOT;https://youtu.be/uuWCvrIBr3w;Girl;Major;nan;nan;nan;1232;nan
2017-11-05;day6;All Alone;혼자야;Naive;https://youtu.be/Fd-elEnkInw;Boy;Major;5197262,0;248482,0;9245,0;1233;0,04781017389540877
2017-11-04;icia;Sad Heel;새드힐;;https://youtu.be/EtHTRym7MVg;Girl;Major;nan;nan;nan;1234;nan
2017-11-03;minah;11°;11도;;https://youtu.be/zbV08YMyktA;Girl Solo;Minor;774875,0;30751,0;1155,0;1235;0,03968511050169382
2017-11-02;hyeongseop x euiwoong;It Will Be Good;좋겠다;;https://youtu.be/KKFXJYKctR8;Boy;Major;1564313,0;74862,0;2792,0;1236;0,047856151550233234
2017-11-01;astro;Crazy Sexy Cool;니가 불어와;;https://youtu.be/xeUx0AN2kCA;Boy;Major;38078972,0;1308704,0;43276,0;1237;0,034368154686528825
2017-10-31;juniel;I Drink Alone;혼술;;https://youtu.be/q0KcsfY_1tc;Girl Solo;Major;852114,0;22257,0;623,0;1238;0,026119744541223358
2017-10-31;loona odd eye circle;Sweet Crazy Love;스윗 크레이지 러브;Digipedi;https://youtu.be/cG7FkoNKBzI;Girl;Major;5385576,0;178359,0;9324,0;1239;0,03311790605127474
2017-10-31;voisper;Save As;다른 이름으로 저장하기;;https://youtu.be/-ICUJcSrO9c;Boy;Major;4987,0;426,0;42,0;1240;0,08542209745337878
2017-10-31;the rose;Like We Used To;좋았는데;;https://youtu.be/K1FQeUXn_sc;Boy;Major;nan;nan;nan;1241;nan
2017-10-30;twice;Likey;라이키;Naive;https://youtu.be/V2hlQkVJZhE;Girl;Major;633479805,0;5489594,0;547891,0;1242;0,008665775856895706
2017-10-30;got7;Turn Up;턴업;;https://youtu.be/Mn9W9o7gKGA;Boy;Japanese;11560566,0;450248,0;21797,0;1243;0,0389468820125243
2017-10-30;super junior;One More Chance;비처럼 가지마요;Digipedi;https://youtu.be/-UROg0lsqW0;Boy;Minor;31799844,0;855180,0;129136,0;1244;0,02689258475607616
2017-10-29;gavy nj;You Said You Were Happy;행복하댔잖아;;https://youtu.be/5fuS0iUsrmU;Girl;Major;622300,0;5172,0;167,0;1245;0,008311103969146715
2017-10-28;playback;Want You To Say;말해줘;Naive;https://youtu.be/mTjEJS6pjfo;Girl;Major;11717000,0;279401,0;11927,0;1246;0,023845779636425705
2017-10-27;apink;Orion;오리온;;https://youtu.be/x3GKsWZYWyU;Girl;Japanese;4918023,0;60469,0;4214,0;1247;0,012295387801155057
2017-10-25;in2it;Amazing;어메이징;;https://youtu.be/RwvtpZ2tfT8;Boy;Major;1384571,0;92009,0;5725,0;1248;0,06645307463467023
2017-10-24;4men;Break Up In The Morning;눈 떠보니 이별이더라;;https://youtu.be/3nqkdt2vvME;Boy;Major;20374109,0;58601,0;3098,0;1249;0,002876248477908899
2017-10-23;epik high;Home Is Far Away;빈차;;https://youtu.be/pTD9Jysi3_g;Boy;Major;22038971,0;195297,0;6084,0;1250;0,008861439129803292
2017-10-23;epik high;Love Story;연애소설;;https://youtu.be/Z3INNjAEqHk;Boy;Major;10868268,0;72888,0;1475,0;1251;0,0067064963801039875
2017-10-22;marmello;Can't Stop;;;https://youtu.be/a-iPoUI47xs;Girl;Major;119378,0;8035,0;411,0;1252;0,06730720903349026
2017-10-18;a.c.e;Callin';콜링;;https://youtu.be/6uuBP8r3NV4;Boy;Major;4381027,0;227489,0;18152,0;1253;0,051925952522091284
