id_video;nom_du_groupe;vues;likes;ratio_engagement;lien_video
9;n.flying;485902,0;29920,0;0,0615762026087565;https://youtu.be/UcxNeKzdDN4
10;txt;78528314,0;3638426,0;0,046332664164927824;https://youtu.be/cMFHUTJ13Ys
12;oh my girl;36627658,0;0,0;0,0;https://youtu.be/oaRTMjLdiDw
14;busters;460158,0;26705,0;0,05803441426640415;https://youtu.be/ocFqqAMooSk
16;bvndit;1501725,0;126023,0;0,08391882668264829;https://youtu.be/-lqsGDqkl2c
18;nu'est;25505155,0;459314,0;0,01800867314862427;https://youtu.be/4Lm9u-iXrDc
19;day6;20751772,0;1075922,0;0,051847235021664655;https://youtu.be/k8gx-C7GCGU
25;astro;34376776,0;1262853,0;0,036735643854444056;https://youtu.be/Zz7YZtpz2Ek
32;gwsn;26800593,0;201239,0;0,007508751765306089;https://youtu.be/wMj3sLP_azg
33;oh my girl;96762525,0;1201814,0;0,012420242237374438;https://youtu.be/iDjQSdN_ig8
35;noir;1255464,0;113496,0;0,09040163636711208;https://youtu.be/30dfBPkKcRE
41;april;8842501,0;249852,0;0,02825580681302722;https://youtu.be/cO9DbwTF7rY
46;got7;95887316,0;2511168,0;0,02618874012491913;https://youtu.be/ladClnnJhqg
47;bvndit;340469,0;21624,0;0,06351239026166847;https://youtu.be/IRYBMJ2qSns
49;monsta x;17443258,0;729488,0;0,04182062777492599;https://youtu.be/AWV3pIesd0Y
50;cravity;15971201,0;640437,0;0,04009948907411534;https://youtu.be/NFlceOv8LMU
51;apink;45042729,0;751895,0;0,016692927286887968;https://youtu.be/WqzTRK5GPWQ
52;girlkind;268012,0;12986,0;0,04845305434085041;https://youtu.be/qXGRDLwR-EM
54;winner;26022820,0;494282,0;0,01899417511245899;https://youtu.be/NTJ8esMHW2E
59;(g)i-dle;226059415,0;3438496,0;0,015210585234859606;https://youtu.be/om3n2ni8luE
61;cignature;3197185,0;152723,0;0,04776795837588379;https://youtu.be/xDuaONIDgvc
64;cix;5852505,0;152421,0;0,026043719740521366;https://youtu.be/LkbwhXFrmsc
66;monsta x;1913557,0;120571,0;0,06300883642347732;https://youtu.be/Xn5fAvdEEZA
68;winner;18942085,0;849745,0;0,044860161909314626;https://youtu.be/YURT0erwtJc
70;oneus;9718739,0;372502,0;0,03832822344544905;https://youtu.be/Fbj4Dh-QkpA
71;seventeen;53347117,0;960338,0;0,01800168507700238;https://youtu.be/u4iDL3c0T1c
78;ab6ix;5253338,0;115224,0;0,021933483054012517;https://youtu.be/aFRkwkLMGHI
80;dreamcatcher;6220396,0;222137,0;0,0357110704849016;https://youtu.be/BgLhbkKu1s4
81;favorite;784876,0;42840,0;0,0545818702572126;https://youtu.be/lE1X2U1sBFg
82;stray kids;2368647,0;148033,0;0,062496860021776145;https://youtu.be/YlOLn9Pd9R4
83;itzy;553534740,0;6690744,0;0,01208730639020055;https://youtu.be/fE2h3lGlOsk
84;victon;19219480,0;325821,0;0,016952643880063352;https://youtu.be/fPlcZsCOugA
